dumbSQ,smartSQ,dumbLIB,smartLIB
23,18,21.1,18.28
21,16,19.18,17.87
23,17,21.72,18.33
24,17,21.6,18.62
23,16,20.98,20.05
23,17,21.22,17.5
22,17,22.28,18
25,17,20.97,19.5
26,16,22.57,18.15
24,18,22.25,17.92
22,18,21.83,18.17
25,19,21.8,18.23
25,17,21.1,18.57
26,19,20.03,18.28
23,19,20.4,18.95
29,17,21.13,19.27
26,19,21.4,18.38
26,18,21.55,18.78
26,17,20.62,17.63
25,18,21.1,18.17
22,17,20.65,17.5
26,17,21.3,18.78
24,18,21.55,19.85
24,17,19.57,18.08
24,18,21.33,20.22
26,18,20.68,18.27
23,19,20.38,18.75
26,18,20.65,17.5
26,17,21.83,18.55
26,17,20.45,18.38
23,16,20.72,18.25
27,19,23.68,18.23
24,16,21.52,18.62
22,16,22.9,17.65
25,17,21.18,18.17
25,16,18.67,17.83
24,18,21.53,19.08
24,19,21.2,18.98
27,17,21.33,18.77
25,17,20.75,20.35
24,18,21.38,18.65
23,17,22.03,18.97
21,21,21.07,18.87
25,19,19.1,18.17
23,16,20.33,18.97
27,17,20.78,17.55
25,18,21.1,18
24,17,21.43,17.5
26,17,21.12,19.18
23,16,21.02,18.4
22,20,20.25,17.5
25,16,20.47,18.85
29,18,19.27,17.98
24,17,20.92,20.13
28,17,21.67,18.27
25,17,18.73,19.38
24,18,21.03,19.6
24,18,21.25,18.35
22,17,21.83,18.55
23,19,20.33,18.15
22,19,22.02,19.43
24,16,22.32,18.8
23,16,23.48,19.48
22,17,20.9,20.05
25,19,21.13,18.22
24,16,20.78,19.27
24,17,20.35,18.18
22,17,19.48,18.5
25,18,19.83,18.5
24,17,22.22,20.12
25,19,20.65,19.27
25,17,20.87,19.78
22,19,21.58,18.87
23,16,19.55,18.98
26,16,20.6,18.87
26,18,19.77,18.45
26,17,21.95,18.77
24,20,20.47,18.15
25,18,19.82,19.15
21,20,21.7,18.12
23,20,21.3,19.87
21,17,19.63,18.12
23,18,19.33,18.55
24,19,22.47,17.93
25,19,20.55,17.8
23,16,20.23,19.88
27,18,20.27,18.1
26,16,22.57,17.98
21,16,21.25,18.52
24,16,21.45,18.8
24,17,20.68,19.42
26,18,22.78,19.32
25,19,19.7,18.9
26,18,22.22,18.47
23,17,20.7,17.97
26,17,20.62,19.22
24,18,21.22,19.57
24,17,19.37,18.63
21,17,21.28,18.43
27,16,20.7,19.48
21,19,20.57,18.1
24,16,20.93,18.4
28,17,19.53,20
26,17,21.15,20.12
24,19,21.4,18.77
25,17,20.33,18.98
27,18,20.37,20.17
28,18,22.55,18.52
28,19,21.43,18.43
25,19,21.37,18.25
26,19,19.57,17.78
23,18,20.7,17.5
23,17,20.72,17.5
22,16,20.73,18.6
25,20,22.63,19.27
23,17,21.58,17.97
23,18,20.62,18.18
27,18,22.05,18.28
24,18,20.23,19.53
26,16,20.87,18.42
26,16,22.9,18.6
21,19,20.2,18.18
21,16,20.1,18.5
23,19,21.63,18.8
24,17,20.27,19.47
21,17,21.07,18.48
25,17,21.3,18.2
24,20,20.97,18.83
20,17,21.53,19.03
23,20,19.72,19.02
26,17,20.07,20.68
20,20,21.17,18
28,19,22.78,18.85
22,16,20.85,19.08
22,19,22.72,19.2
25,17,24.05,19.45
21,16,20.68,18.23
25,17,20.85,18.45
23,20,21.68,20.07
28,17,22.85,18.87
21,16,20.13,18.02
20,17,22.02,18.67
24,18,21.58,17.5
31,21,20.95,18.87
23,17,22.05,18.78
25,16,20.73,20.27
22,17,21.7,19.42
28,18,20.03,18.83
21,17,21.53,18.22
25,17,21.35,19.85
22,20,20.93,18.27
24,17,20.33,18.42
28,17,20.22,20.35
22,17,22.38,18.7
24,17,21.97,18.25
25,16,20.42,18.55
24,17,19.65,17.87
25,16,22.88,17.5
28,17,23.22,18.32
27,17,21.73,20.23
25,18,20.97,19.05
24,19,20.87,19.23
24,18,20.85,18.28
25,21,19.57,18.03
21,17,20.7,18.82
22,16,21.38,19.45
26,17,22.17,18.42
23,16,20.25,18.63
26,17,21.6,18.33
24,17,20.9,17.5
22,19,21.92,17.97
25,18,21.6,18.6
26,18,19.8,18.87
22,19,22.63,18.98
25,17,20.5,18.42
21,18,22.72,19.75
24,20,19.62,17.62
25,16,22.03,19.72
26,18,20.68,17.72
24,21,21.73,19.97
22,17,20.1,17.87
21,17,19.37,20.02
22,19,21.82,18.18
19,17,22.58,18.48
25,19,23.33,18.13
28,16,22.17,17.73
24,18,21.62,18.32
22,19,22.65,18.62
25,18,22.4,20.53
25,17,21.58,18.7
24,17,20.95,19.18
25,17,22.03,19.25
20,16,20.37,19.87
25,17,22.67,18.9
25,18,20.73,17.88
25,19,19.9,17.62
23,17,20.72,18.8
24,17,22.18,18.55
21,20,22.5,18.57
26,16,20.77,19.88
27,16,21.9,20.27
25,17,20.08,18.05
20,17,23.12,19.48
19,17,21.77,18.03
25,18,20.38,19.45
25,17,20.13,21.52
24,16,20.47,18.27
25,17,20.4,17.63
24,17,22.23,20.02
23,17,20.12,19.22
22,17,19.97,18.27
25,18,21.68,18.92
25,19,20.58,17.5
23,17,21.68,19.77
24,17,20.43,20.2
21,16,22.53,19.25
21,18,21.68,19.13
22,18,19.67,18.02
27,17,21.22,17.73
26,16,20.2,18.12
21,19,20.68,18
26,17,20.1,19.8
21,18,22.62,18.37
25,17,19.42,19.67
24,17,19.63,20.18
23,17,19.53,18.57
25,19,18.9,17.67
24,18,20.77,18.32
22,16,20.83,17.5
27,17,20.82,18.18
22,18,21.43,19.9
24,16,19.58,18.08
25,18,23.08,18.58
23,16,19.58,19.37
25,17,23.5,18.73
23,19,20.97,18.17
21,18,22.47,17.63
23,16,19.65,19
20,17,19.98,20.05
25,16,21.33,18.72
25,19,22.17,19.43
21,16,20.4,18.2
23,18,19.53,17.67
23,18,21.62,18.68
21,17,20.73,19.85
26,18,21.32,20.82
24,17,21.82,18.52
26,18,20.8,19.08
24,17,22.88,19.5
26,17,21.55,19.87
24,16,21.13,20.25
26,17,19.32,17.5
22,16,21.33,19.53
27,16,20.35,17.88
27,19,22.67,18.82
19,16,20.17,17.5
22,22,20.45,17.87
25,17,22.6,19.45
21,19,20.58,18.62
24,20,21.38,17.87
24,17,22.2,18.48
23,20,21.45,18.17
23,17,20.53,17.5
23,17,21.32,18.18
24,19,20.52,18.18
23,18,21.75,18.47
22,20,21.45,19.12
26,17,20.88,18.1
23,16,22.12,18.48
27,16,20.55,17.83
26,17,20.97,18.22
28,17,21.07,18.87
22,20,22.78,18.03
26,20,21.68,21.2
26,19,22.92,19.9
23,17,21.9,19.08
23,18,19.82,18.92
24,21,21.65,18.8
24,19,19.05,18.67
22,16,23.02,19.82
25,17,20.88,18.08
21,17,23.03,18.78
28,17,20.82,20.02
24,18,20.55,17.5
25,17,20.38,17.77
25,17,20.17,18.75
27,17,20.2,18
26,17,19.83,19.02
23,17,19.62,19.75
24,17,23.17,19.17
25,18,21.23,18.63
24,21,20.05,18.67
23,18,21.48,18.97
25,17,23.65,18.25
24,17,21.48,18.55
25,16,22.03,19.12
23,17,20.37,20.57
27,16,20.4,17.97
22,19,22.4,18.1
24,17,21.02,17.95
23,21,21.17,18.3
22,16,20.05,19.65
23,17,20.45,17.5
22,17,20.6,18.35
23,20,21.53,17.85
23,21,20.58,18.72
23,17,22.07,19.97
22,16,18.58,17.73
25,16,20.92,19.3
27,17,21.6,19.28
28,18,22.47,19.5
27,17,21.78,18.42
21,21,20.37,18.92
24,18,20.75,17.83
17,20,20.87,18.53
23,19,19.9,19.32
22,16,21.67,18.7
21,16,21.47,18.85
24,18,20.78,20.63
25,18,20.5,18.13
25,17,20.05,18.5
27,18,22.25,17.5
21,16,20.2,17.8
22,16,21.92,18.62
25,19,20.57,19.1
28,16,20.75,18.68
24,18,20.8,17.65
25,17,21.55,20
29,17,22.43,17.58
23,17,21.3,18.72
25,17,22.7,19.02
23,21,21.97,17.5
25,18,22.35,18.37
25,17,20.32,19.58
22,20,23.13,17.5
21,16,21.25,19.1
22,19,21.32,19.47
23,18,19.28,19.43
22,16,21.75,18.27
24,18,20.1,19.23
23,16,22,18.98
25,19,22.53,18.82
23,16,21.43,18.67
22,18,20.43,17.5
23,16,21.22,18.02
23,18,19.95,19.02
25,18,21.62,18.35
23,16,18.4,19.58
23,18,21.57,18.67
21,18,20.17,17.98
23,18,21.72,18.55
22,18,21.2,18.45
25,17,20.97,17.5
22,18,19.35,18.85
24,17,21.05,18.07
24,18,22.48,19.27
26,18,21.7,18.17
26,18,21.28,18.3
25,16,19.55,18.18
25,17,22.15,18.8
21,19,20.23,17.93
26,17,19.87,19.8
25,21,21.88,18.85
18,18,22.43,18.5
23,17,20.38,18.68
23,20,20.75,18.12
26,17,19.67,17.65
20,16,19.7,18.93
23,16,21.2,18.05
26,17,20.6,18.62
24,18,20.55,18.53
22,20,20.35,17.5
24,17,21.22,18.8
25,16,22.48,17.5
23,17,21.47,17.52
26,17,21.38,18.4
23,16,20,20.03
23,18,21.55,19.05
20,17,23.72,19.32
27,18,19.5,19.93
24,16,20.93,18.83
22,20,20.75,17.95
24,17,20.67,17.98
20,16,21.53,17.58
23,16,20.58,19.58
27,18,20.63,20.23
25,19,21.38,18.68
27,21,20.78,18.5
27,20,21.23,17.53
23,18,20.87,18.08
23,18,20.83,17.53
24,17,20.17,18.88
25,18,22.27,19.6
25,16,20.6,18.05
22,21,21.1,18.63
26,18,22.23,17.88
24,17,19.88,19.88
21,16,19.55,17.52
22,18,21.42,17.5
26,17,22.17,18.65
21,16,19.08,18.25
25,17,21.27,17.9
25,17,21.7,17.5
23,16,22.47,18.4
24,18,21.38,19.42
22,17,18.48,19.92
21,17,21.05,18.78
23,17,20.13,19.05
24,18,21.18,18.73
22,17,22.3,17.63
28,18,20.48,18.32
23,16,21.5,19.78
25,20,20.2,18.4
25,18,21.12,18.37
22,19,20.5,18.38
26,19,24.27,18.35
25,16,18.9,18.08
25,18,19.88,18.97
22,18,21.6,18.15
23,19,20,19.18
23,16,23.63,18.95
24,17,20.57,18.9
26,17,20.88,18.08
22,17,21.53,18.98
22,18,20.2,17.97
24,16,22.77,17.65
23,18,21.43,18.47
23,16,22.15,19
23,20,20.87,18.63
23,17,21.52,19.03
26,19,20.82,18.75
25,21,20.32,17.98
22,16,19.82,19.35
23,17,20.62,17.75
21,16,20.2,17.88
26,17,21.35,19.62
27,19,20.33,17.5
26,16,19.8,18.35
25,16,21.03,19.48
21,17,19.57,19.02
24,16,20.88,18.28
24,16,19.88,18.6
24,16,20.18,18.03
23,19,20.73,18.23
21,18,21.57,18.47
27,16,19.75,18.92
29,18,19.78,18.73
21,16,22.82,18.13
23,16,20.85,19
25,20,19.67,18.05
26,18,22.8,18.3
24,17,19.4,19.15
22,17,20.72,18.45
22,18,21.6,19.2
22,18,20.12,19.1
20,19,20.77,18.48
22,16,21.5,18.05
24,17,22.68,18.25
25,19,19.95,17.9
24,19,19.15,17.8
21,17,20.57,18.02
23,18,19.58,17.93
24,17,20.57,19.15
26,18,22.15,17.5
21,17,20.77,17.92
25,19,20.6,18.08
23,18,21.28,18.55
24,17,20.85,19.25
20,17,19.98,18.25
23,17,20.52,18.03
24,17,18.9,18.25
25,17,22.72,18.52
25,19,21.05,18.17
28,19,23.3,20.05
23,18,20.08,17.5
22,16,20.87,18.97
26,18,22.27,20
25,17,20.87,18.85
24,17,19.45,19.42
21,19,20.33,19.45
25,17,21.35,17.53
24,17,23.15,18.5
24,18,22.08,17.9
23,17,21.43,19.25
24,20,20.97,17.5
21,16,20.33,19.9
25,18,22.42,18.92
23,16,21.78,19.52
28,16,22.15,18.57
28,20,22.32,17.92
23,17,21.42,17.73
21,17,20.73,18.42
23,18,22.68,19.02
24,17,21.3,18.12
21,18,20.65,18.03
23,19,22.67,18.12
25,16,21.58,18.83
22,17,22.27,18.82
27,18,21.12,18.48
27,19,21.92,19.65
22,16,19.3,18.55
25,17,21.42,18.92
22,17,20.2,20.07
25,18,21.5,19.32
21,16,22.17,19.27
27,18,20.72,19.37
23,18,20.22,18.57
27,18,21.58,18.17
21,19,20.83,19.38
25,17,20.93,18.65
25,17,21.02,19.55
25,17,21.72,19.15
22,17,21.25,19.65
21,17,19.87,18.87
27,21,20.78,18.93
26,17,19.5,19.35
23,17,20.67,17.5
21,16,21.08,18.02
22,17,23.48,18.7
23,19,21.7,19.42
27,21,20.15,19.13
25,16,21.5,18.62
22,19,20.45,18.73
22,18,23.05,18.65
24,17,20.7,19.53
23,16,21.42,18.82
22,17,19.87,17.5
25,16,20.5,19.67
23,19,21.63,19.4
26,17,21.47,18.08
27,17,22.23,19.17
23,18,20.27,18.13
24,16,20.65,18.1
25,16,21.73,17.9
24,17,20.55,18.02
20,16,21.72,20.08
23,16,19.88,18.68
20,16,20.37,19.33
26,18,22.72,18.55
26,16,20.82,19.27
21,17,21.02,20.37
23,18,21.63,19.5
27,16,19.82,19.85
23,16,19.65,17.87
20,17,20.75,19.27
23,19,22.68,19.08
22,17,22.03,18.65
27,18,21.37,17.5
24,17,21.55,18.17
23,19,20.9,19.18
23,17,22.32,19.55
21,18,22.07,18.17
21,18,22.25,18.35
24,16,21.08,18.67
22,18,22.33,19
23,16,21.78,18.6
23,19,19.6,20.1
27,19,20.68,19.33
24,17,20.32,20.1
21,16,21.95,17.5
26,18,20.73,19.22
28,17,20.77,18.05
22,21,20.7,18.12
26,19,22.13,20.53
24,19,21.97,18.4
20,16,21.23,17.6
23,17,20.55,18.68
25,18,19.95,17.5
23,19,21.92,20.2
26,17,22.22,18.07
23,17,21.82,18.18
23,17,22.18,17.58
24,17,21.88,17.98
23,18,20.88,18.17
25,17,21.95,18.85
24,16,20.35,18.78
25,18,19.55,18.58
21,18,20.98,18.28
24,17,20.7,19.35
24,17,21.08,18.75
23,16,20.48,17.85
23,19,22.75,19.72
24,19,20.33,18.28
24,21,19.78,18.38
27,16,22.67,19.1
21,20,21.42,18.88
24,19,19.7,18.62
23,19,23.58,18.57
25,21,21.07,19.25
23,20,21.42,19.4
25,18,21.17,18.42
24,17,19.85,18.77
27,16,22.1,20.92
21,17,20.95,19.65
21,17,22.15,18.55
21,19,20.72,19.2
26,17,20.7,18.15
23,17,20.15,19.17
23,17,22.88,19.62
24,19,23.12,17.63
26,17,20.85,19.73
26,17,21.78,19.6
24,19,21.15,18.13
27,16,21.22,18.28
22,18,23.13,18.6
24,17,20.75,18.53
25,18,20.58,20.05
24,17,20.47,19.75
21,18,20.32,19.45
23,17,20.65,17.63
23,19,19.92,18.9
21,20,20.65,18.38
20,18,21.47,19.13
24,17,20.43,20.42
26,17,19.87,18.18
23,18,22.03,18.55
23,17,20.42,17.82
24,20,19.95,19.1
23,17,20.87,18.25
25,17,19.77,19.28
23,19,20.52,18.8
27,20,20.2,19.15
22,18,21.85,20.55
25,18,19.45,17.65
26,18,21.47,19.78
24,17,21.2,18.52
26,18,19.88,18.97
23,17,21.88,19.32
22,16,20.72,17.5
24,17,20.92,18.73
25,19,21.42,18.4
23,18,20.7,18.48
24,16,19.9,17.55
25,18,19.73,17.5
23,17,21,17.82
25,18,22.45,17.92
25,17,19.98,19.03
20,16,20.98,18.73
22,17,20.1,19.63
24,17,20.27,18.18
27,19,20.27,18
27,17,20.87,17.5
23,17,20.45,17.9
23,18,21.43,18.75
23,16,20.27,19
26,16,20.7,18.2
24,18,21.05,18.17
25,17,22.08,19.45
25,17,21.38,18.52
27,17,21.83,18.67
23,17,23.53,20.17
24,18,19.93,18.27
23,17,20.23,17.5
23,17,19.78,18.63
20,18,19.93,20.42
26,17,21,19.63
23,16,25.1,18.5
27,18,20.07,19.03
24,18,22.13,17.53
24,18,18.42,17.5
21,16,19.53,18.25
27,16,20.47,19.28
23,18,18.48,19.7
25,19,20.57,17.78
22,20,20.83,18.05
25,18,20.58,17.82
25,17,20.52,18.67
26,17,20.47,18.8
19,19,21.58,18.85
23,18,20.12,18.63
26,19,19.95,18.83
26,19,20.45,18.38
24,17,20.5,19.1
22,17,20.38,19.5
26,18,22.02,18.13
21,19,21.68,18.85
25,19,19.85,18.2
24,17,22.02,17.5
22,20,21.95,19.77
21,16,20.53,17.5
26,20,21.77,17.63
23,17,21.45,17.88
22,22,19.73,18.12
26,17,20.98,18.93
23,17,19.7,18.1
20,18,20.95,18.18
22,18,21.68,17.9
23,16,20.73,19.23
26,20,18.2,17.5
26,17,18.92,18.37
22,17,20.85,18.37
22,18,21.02,17.67
21,19,20.1,21.02
25,16,21.6,18.88
25,21,21.42,18.47
27,21,22.75,18.8
25,17,20.85,18.6
22,16,21.62,17.68
22,17,18.93,17.5
25,19,22.48,18.78
24,17,20.23,17.53
21,19,19.65,18.5
27,17,21.58,18.63
24,17,20.12,18.72
20,17,20.38,18
23,18,22.13,18.2
24,17,21.42,18.52
25,17,21.57,18.33
25,16,21.37,20.37
23,20,20.02,17.83
21,16,20,18.7
22,16,24.12,19.68
27,18,18.75,18.65
23,16,20.7,20.33
22,17,20.63,18.6
27,17,22.7,19.28
20,17,19.35,17.83
25,17,22.85,19.72
24,16,21.42,18.13
26,19,21.23,18.15
25,17,20.5,18.42
26,19,19.32,17.78
24,19,21.47,18.62
26,17,20.5,18.85
21,16,22.02,17.93
25,18,22.65,18.87
25,18,19.7,17.92
25,16,19.68,18.9
27,19,21.43,18.22
25,19,20.12,17.88
25,18,20.73,18.62
23,16,22.03,18.3
23,17,20.02,18.95
22,17,19.75,17.88
21,16,21.52,20.47
26,19,21.37,19.85
22,16,20.4,17.5
22,17,22.18,19.1
26,16,19.87,18.65
26,16,21.48,18.58
28,17,20.97,18.98
24,20,21.08,17.5
24,19,20.47,17.73
24,16,21.62,18.07
24,19,21.23,18.57
22,17,20.3,19.4
25,17,22.22,19.23
24,18,21.2,18.7
23,16,19.38,17.67
23,16,20.9,18.12
28,16,21.08,19.78
26,18,21.68,18.33
23,19,22.5,19.17
24,17,19.9,18.42
22,19,20.4,18
25,18,23.55,18.83
25,16,22.82,18.18
26,16,19.82,18.7
21,16,18.9,17.7
24,18,20.2,19.27
23,18,22.48,20.25
26,17,20.32,18.9
23,18,22.75,17.5
21,19,20.15,18.3
27,16,21.87,19.2
22,16,21.83,20
24,17,20.83,19.03
26,17,19.98,18.75
25,18,20.83,18.95
19,19,22.13,18.27
25,18,21.58,18.8
24,17,22,17.95
25,17,21.15,18.03
21,19,20.17,18.65
27,19,21.22,17.68
27,17,22.6,18.65
21,18,19.72,17.55
23,16,21.8,18.53
26,17,20.7,18.32
24,17,19.6,18.67
23,19,22.38,18.97
21,20,20.33,17.88
25,18,22.25,17.52
21,17,20.7,17.87
26,16,20.4,19.87
22,17,19.57,19.25
23,19,20.23,19.4
23,17,21.78,17.8
27,16,21.27,18.65
26,16,21.03,19.22
25,17,20.73,17.75
26,16,21.07,17.83
25,21,20.3,18.35
21,17,21.3,17.62
26,17,22.15,18.85
25,18,23.58,18.52
23,17,21.98,18.28
22,16,22,20.13
26,17,19.9,18.5
20,17,21.2,17.5
26,16,21.92,18.32
25,17,20.12,18.58
22,17,20.87,19.22
21,17,19.98,17.75
24,18,20.6,18.25
25,18,20.33,18.07
24,17,20.33,18.65
24,16,19.32,19.53
24,17,22.9,18.28
24,17,21.25,18.13
25,17,20.47,19.22
22,16,20.22,18.63
25,18,20.98,18.53
21,17,22.47,17.85
22,16,21.27,18.97
22,19,23.35,18.67
24,18,20.72,19.33
23,16,21.47,18.85
25,18,22.37,17.5
27,19,19.5,18.9
27,17,21.78,17.73
21,16,20.65,17.5
25,17,20.45,18.87
25,20,21.12,18.95
21,16,20.17,18.3
25,17,20.57,19.1
24,18,21.22,19.15
22,16,21.83,18.08
22,18,20.92,18.8
27,18,20.43,17.5
23,17,21.3,18.37
20,16,20.27,18.5
24,20,21,18.17
23,17,20.28,18.13
23,16,21.03,18.72
23,19,22.03,19
21,16,20.68,19.97
23,17,20.63,19.2
23,16,19.13,19.5
25,17,23.65,18.42
23,19,20.5,18.3
21,19,21.45,19
24,16,19.22,18.28
24,17,21.4,18.1
25,16,21.38,20.08
25,17,20.8,18.9
25,17,19.8,18.12
24,17,20.33,18.2
25,17,20.85,18.93
24,17,20.93,18.67
25,18,22.03,17.85
24,17,20.48,20.03
26,17,21.33,18.95
26,17,21.27,17.8
28,21,20.38,18.15
23,17,20.15,17.98
26,18,20.92,19.25
22,19,21.03,18.42
23,17,24.28,17.98
26,17,20.82,19.12
27,19,21.37,19.42
25,17,21.1,18.82
25,19,21.12,18.15
27,18,23.22,18.77
26,17,21.72,18.42
24,17,21.52,19
25,16,20.03,17.5
24,18,21.93,18.18
29,20,19.67,17.5
21,17,20.25,18.22
24,16,19.78,17.77
25,20,22.82,17.5
25,17,20.73,17.8
24,17,21.4,18.02
20,17,21.58,18.43
22,16,20.6,18.08
21,17,20.27,18.75
25,20,21.27,18.08
24,17,21.65,18.12
23,20,20.97,19.12
23,19,19.15,18.93
24,19,21.37,18.38
25,18,20.95,18.3
23,17,19.82,17.5
23,16,22.4,18.4
24,18,20.75,18.53
26,16,20.35,19.92
21,18,20.35,19.95
27,17,19.97,19.07
21,18,23.22,18.18
25,20,21.98,18.28
26,17,21.87,18.47
25,22,22.35,19.42
26,20,21,18.15
29,18,19.85,17.83
22,17,22.18,17.55
21,17,21.52,18.73
22,17,20.02,17.5
20,17,19.85,17.83
25,17,19.82,17.93
23,18,21.93,20.17
26,20,20.72,20.68
23,16,20.43,17.65
22,17,22.58,20.47
24,20,19.63,18.7
24,16,22.28,18.85
26,17,20.63,19.12
23,17,20.13,19.88
20,17,22.33,17.98
25,17,19.68,19.13
24,17,20.48,18.55
23,18,19.02,18.82
25,18,20.17,17.82
22,20,22.75,17.5
23,17,21.55,19.85
26,16,19.98,17.98
21,18,19.77,18.57
25,16,20.62,18.17
22,17,22.7,17.8
24,17,20.3,17.82
26,20,22.17,20.32
27,18,21.4,18.35
22,18,21.25,18.73
24,18,21.18,18.52
23,16,21.85,19.75
26,17,20.12,20.03
26,18,21.33,18.55
22,18,21.28,19.3
22,18,20.72,19.73
27,16,22.18,18.87
25,16,20.75,17.55
22,16,22.98,18.7
27,18,21.52,17.67
24,17,20.98,20.77
24,16,21.17,18.15
24,17,21.77,18.78
22,19,20.58,17.87
23,19,21.65,18.32
20,18,20.42,19.5
24,17,20.28,19.1
22,17,20.48,18.67
21,19,20.8,18.17
21,18,21.53,18.13
26,16,21,20
24,20,22.55,17.5
24,19,20.73,17.82
26,18,22.6,17.85
22,16,21.22,18.38
22,17,20.8,17.63
21,21,19.63,17.75
27,17,22.17,18.6
26,16,22.6,18.1
20,20,21.32,18.25
25,17,22.38,18.95
27,18,21.73,19.22
24,17,21.9,18.75
23,17,21.52,20.52
26,17,19.4,18
22,17,21.43,17.83
25,17,19.97,17.78
24,18,20.87,18.4
26,18,19.2,18.73
26,16,21.8,17.58
22,17,21.4,19.15
26,19,20.3,19.25
27,17,22.1,20.93
23,17,21.52,18.78
23,17,21.73,18.2
22,17,19.77,19.22
25,18,22.43,18.72
25,18,20.5,18.12
22,16,20.13,18.65
25,16,22.75,19.1
25,19,21.3,19.07
25,18,22.52,19.07
25,19,19.78,18.2
26,17,20.12,18.07
26,18,21.67,19.98
25,16,21.13,18.93
27,17,20.78,17.95
22,17,22.32,17.85
22,16,21.48,18.37
25,19,20.93,17.5
24,17,20.9,18.17
24,18,20.1,20.92
25,16,20.08,18.57
26,18,19.88,17.97
24,17,21.72,17.53
26,17,21.15,17.62
23,17,21.42,17.5
25,18,20.17,19.25
24,21,24.45,18.1
24,17,22.22,18.93
21,18,20.62,18.93
23,22,20.93,18.25
24,18,19.1,19.28
25,20,20.92,18.12
25,17,20.78,18.52
23,17,20.5,18.43
24,20,20.43,18.93
28,16,21.57,17.5
21,18,21.82,19.73
26,18,20.87,17.77
23,18,19.78,17.98
24,18,20.78,17.5
28,19,19.85,17.72
29,21,20.9,17.62
25,17,19.93,18.33
24,16,20.2,19.02
23,19,22.13,19.08
27,18,21.87,19.92
22,18,21.55,18.43
25,17,20.37,18.47
26,17,21.05,18.2
24,17,20.72,18.58
22,18,20.92,18.77
23,17,20.28,19.05
22,19,21.1,18.22
23,18,20.05,17.87
19,19,20.45,17.63
22,18,21.45,19.15
24,18,21.18,18.87
28,17,19.92,18.77
23,18,20.1,18.9
24,17,20.9,18.78
26,16,20.75,19.28
25,17,20.02,18.38
24,20,20.57,17.5
20,18,20.12,17.83
25,17,21.42,17.53
25,17,20.88,17.5
23,16,19.5,19.72
24,19,20.63,19.07
27,17,22.22,18.23
24,20,22.18,18.92
23,18,21.62,17.68
25,16,21.65,18.38
26,17,21.78,17.83
23,22,21.22,20.22
20,16,21.8,20.03
26,21,19.8,18.78
26,18,18.35,18.32
23,16,20.88,17.75
24,16,22.73,19.2
25,19,21.2,18.18
23,19,21.85,18.8
30,20,20.47,18.4
26,18,21.32,18.03
25,17,20.22,18.1
24,17,22.02,18.43
25,17,21.43,19.43
24,19,20.57,19.3
22,19,21.03,19.48
27,18,21.38,18.52
23,17,19.63,20.07
25,19,20.25,17.83
26,17,22.55,19.12
21,16,20.18,18.55
27,18,22.05,18.37
26,19,21.75,19.37
23,16,20.4,19.15
23,18,21.58,18.07
20,20,19.7,18.5
22,19,21.3,17.75
29,17,22.2,18.6
24,21,19.83,18.53
22,16,19.85,18
26,17,20.62,19.12
22,19,20.42,18.7
19,18,19.92,17.82
25,17,22.17,18.03
23,16,22.23,19.32
23,17,21.32,18.18
26,16,20.83,18.08
24,18,20.65,19.92
24,17,23,17.77
29,18,20.63,18.82
22,16,22.9,19.87
26,16,21.07,19.1
27,18,20.18,17.93
23,22,20.1,18.57
28,18,21.07,19.03
22,17,20.15,19.78
28,19,22.07,17.5
27,21,20.9,19.1
24,19,22.4,18
25,18,20.4,18.63
25,18,21.7,18.17
25,17,21.15,18.38
22,17,18.93,18.15
25,18,20.13,17.67
30,20,21.12,19.5
22,17,20.67,18.87
24,16,19.77,19.07
24,16,20.5,17.9
26,19,21.33,18.38
24,19,20.72,18.57
24,18,21.53,19.78
26,17,22.47,17.92
23,16,21.77,17.75
24,16,22.43,17.5
24,21,20.93,17.62
24,17,19.97,19.68
21,18,18.8,18.25
21,19,21.02,19
23,16,20.35,18.53
24,18,20.55,18.05
24,16,20.55,17.5
24,16,19.75,18.3
25,17,20.23,17.53
24,19,19.07,18.33
21,17,20.05,18.77
28,17,20.57,19.62
23,17,20.15,19.68
21,18,20,18.57
25,16,20.68,19.02
24,18,21.92,17.5
28,16,20.52,19.02
24,20,20.23,18.88
22,19,18.93,20.58
22,17,20.68,18.25
24,19,20.58,18.55
24,19,21.98,19.82
23,19,20.85,19.85
25,17,22.57,19.05
23,17,22.67,18.23
25,17,21,18.68
25,20,21.97,18.15
27,17,20.82,17.5
22,18,23.73,18.32
25,19,20.92,18.68
27,17,21.73,18.13
23,18,22.22,18.08
21,16,21.32,17.63
27,18,22,18.28
24,17,22.1,18.55
26,17,22.03,17.5
23,19,21.88,18.33
26,17,21.7,18.53
27,19,21.03,18.52
27,18,20.4,19.65
21,17,21.3,18.55
25,17,20,18.87
22,19,23.05,17.83
21,19,20.83,19.32
25,17,22.93,19.35
23,17,21.13,17.5
26,16,22.77,17.93
25,18,20.02,18.32
26,16,19.65,17.57
27,18,21.13,18.4
21,19,20.57,19.17
24,16,19.17,17.5
24,18,21.22,18.2
22,16,20.12,18.43
25,16,21.57,17.5
26,19,21.48,18.58
24,20,17.98,19.93
20,21,20.85,20.28
25,17,19.53,17.85
26,17,21.28,20.2
24,17,21.48,18.87
27,16,22.65,18.6
23,17,20.17,18.93
22,17,23.55,18
22,17,20.1,18.42
23,17,21.9,18.17
22,16,21.1,19.23
25,18,22.22,19.83
20,17,22.05,19.18
20,19,22.27,17.95
